Club,H/A,Timestamp,Event,Player Event,Remark Event,Player Assist,Player Out,Match ID
FC Stade-Lausanne-Ouchy,Home,46',Substitution,Mohamed Abdallah,Tactical,,Liridon Mulaj,4244821
FC Lugano,Away,59',Substitution,Ousmane Doumbia,Injury,,Kreshnik Hajrizi,4244821
FC Lugano,Away,59',Substitution,Hicham Mahou,Tactical,,Yanis Cimignani,4244821
FC Stade-Lausanne-Ouchy,Home,75',Substitution,Vitalie Damaşcan,Tactical,,Alban Ajdini,4244821
FC Stade-Lausanne-Ouchy,Home,80',Substitution,Valon Hamdiu,Tactical,,Romain Bayard,4244821
FC Stade-Lausanne-Ouchy,Home,80',Substitution,Ismaël Gharbi,Tactical,,Mergim Qarri,4244821
FC Lugano,Away,81',Substitution,Kacper Przybylko,Tactical,,Zan Celar,4244821
FC Lugano,Away,21',Yellow Card,Albian Hajdari,Foul,,,4244821
FC Stade-Lausanne-Ouchy,Home,44',Direct Red Card,Ibrahim Diakité,Serious foul,,,4244821
FC Lugano,Away,52',Yellow Card,Anto Grgic,Foul,,,4244821
FC Stade-Lausanne-Ouchy,Home,67',Yellow Card,Mohamed Abdallah,Dissent,,,4244821
FC Winterthur,Home,73',Goal,Adrian Gantenbein,Counter attack goal,Sayfallah Ltaief,,4244822
FC Winterthur,Home,56',Substitution,Silvan Sidler,Tactical,,Boubacar Fofana,4244822
Servette FC,Away,66',Substitution,Enzo Crivelli,Tactical,,Bendegúz Bolla,4244822
Servette FC,Away,67',Substitution,Dereck Kutesa,Tactical,,Gaël Ondoua,4244822
FC Winterthur,Home,68',Substitution,Aldin Turkes,Tactical,,Antoine Baroan,4244822
FC Winterthur,Home,68',Substitution,Sayfallah Ltaief,Tactical,,Nishan Burkart,4244822
Servette FC,Away,75',Substitution,Jérémy Guillemenot,Tactical,,Takuma Nishimura,4244822
Servette FC,Away,84',Substitution,Dylan Bronn,Tactical,,Bradley Mazikou,4244822
FC Winterthur,Home,87',Substitution,Michael Gonçalves,Tactical,,Souleymane Diaby,4244822
FC Winterthur,Home,87',Substitution,Loïc Lüthi,Tactical,,Randy Schneider,4244822
Servette FC,Away,3',Yellow Card,Keigo Tsunemoto,Handball,,,4244822
FC Winterthur,Home,37',Yellow Card,Boubacar Fofana,Foul,,,4244822
FC Winterthur,Home,49',Yellow Card,Adrian Gantenbein,Dissent,,,4244822
Servette FC,Away,90',Yellow Card,Steve Rouiller,Foul,,,4244822
FC Zürich,Away,6',Goal,Lindrit Kamberi,Header,Jonathan Okita,,4244823
FC Basel 1893,Home,27',Goal,Leon Avdullahu,Right-footed shot,Thierno Barry,,4244823
FC Basel 1893,Home,39',Goal,Anton Kade,Right-footed shot,Thierno Barry,,4244823
FC Zürich,Away,54',Goal,Cheick Condé,Right-footed shot,,,4244823
FC Basel 1893,Home,19',Substitution,Finn van Breemen,Injury,,Renato Veiga,4244823
FC Basel 1893,Home,46',Substitution,Roméo Beney,Tactical,,Benjamin Kololli,4244823
FC Basel 1893,Home,74',Substitution,Jean-Kévin Augustin,Tactical,,Leon Avdullahu,4244823
FC Basel 1893,Home,74',Substitution,Nicolas Vouilloz,Tactical,,Kevin Rüegg,4244823
FC Zürich,Away,75',Substitution,Fabian Rohner,Tactical,,Nikola Boranijasevic,4244823
FC Zürich,Away,81',Substitution,Marc Hornschuh,Injury,,Cheick Condé,4244823
FC Basel 1893,Home,68',Yellow Card,Leon Avdullahu,Foul,,,4244823
FC Basel 1893,Home,70',Yellow Card,Fabian Frei,Foul,,,4244823
FC Zürich,Away,73',Yellow Card,Nikola Boranijasevic,Foul,,,4244823
FC Basel 1893,Home,80',Yellow Card,Thierno Barry,Foul,,,4244823
FC Zürich,Away,87',Yellow Card,Fabian Rohner,Foul,,,4244823
BSC Young Boys,Away,43',Substitution,Sadin Crnovrsanin,Injury,,Fabian Lustenberger,4244824
BSC Young Boys,Away,63',Substitution,Silvere Ganvoula,Tactical,,Darian Males,4244824
BSC Young Boys,Away,63',Substitution,Ebrima Colley,Tactical,,Cedric Itten,4244824
Yverdon Sport FC,Home,70',Substitution,Ricardo Alves,Tactical,,Christopher Lungoyi,4244824
Yverdon Sport FC,Home,79',Substitution,Mauro Rodrigues,Tactical,,Mathias Olesen,4244824
BSC Young Boys,Away,82',Substitution,Joel Mvuka,Tactical,,Meschack Elia,4244824
BSC Young Boys,Away,83',Substitution,Lukasz Lakomy,Tactical,,Cheikh Niasse,4244824
Yverdon Sport FC,Home,86',Substitution,Néhemie Lusuena,Tactical,,Liziero,4244824
Yverdon Sport FC,Home,86',Substitution,Aimen Mahious,Tactical,,Kevin Carlos,4244824
Yverdon Sport FC,Home,35',Yellow Card,Mohamed Tijani,Dissent,,,4244824
Yverdon Sport FC,Home,50',Yellow Card,Marley Aké,Foul,,,4244824
BSC Young Boys,Away,61',Yellow Card,Joël Monteiro,Foul,,,4244824
BSC Young Boys,Away,78',Yellow Card,Noah Persson,Foul,,,4244824
FC Lausanne-Sport,Away,15',Goal,Berkay Dabanli,Header,Olivier Custodio,,4244825
Grasshopper Club Zurich,Home,33',Substitution,Florian Hoxha,Injury,,Kristers Tobers,4244825
Grasshopper Club Zurich,Home,61',Substitution,Filipe de Carvalho,Tactical,,Pascal Schürpf,4244825
Grasshopper Club Zurich,Home,61',Substitution,Francis Momoh,Tactical,,Asumah Abubakar,4244825
FC Lausanne-Sport,Away,62',Substitution,Rares Ilie,Tactical,,Donat Rrudhani,4244825
FC Lausanne-Sport,Away,63',Substitution,Simone Pafundi,Tactical,,Alvyn Sanches,4244825
FC Lausanne-Sport,Away,73',Substitution,Chris Kablan,Tactical,,Morgan Poaty,4244825
FC Lausanne-Sport,Away,73',Substitution,Jamie Roche,Tactical,,Fousseni Diabaté,4244825
Grasshopper Club Zurich,Home,76',Substitution,Oliver Batista Meier,Tactical,,Giotto Morandi,4244825
Grasshopper Club Zurich,Home,76',Substitution,Maksim Paskotsi,Tactical,,Dirk Abels,4244825
FC Lausanne-Sport,Away,82',Substitution,Mickaël Nanizayamo,Tactical,,Berkay Dabanli,4244825
Grasshopper Club Zurich,Home,52',Yellow Card,Joshua Laws,Foul,,,4244825
FC Lausanne-Sport,Away,75',Yellow Card,Brighton Labeau,Foul,,,4244825
FC Lausanne-Sport,Away,81',Yellow Card,Rares Ilie,Foul,,,4244825
FC St. Gallen 1879,Home,42',Goal,Albert Vallci,Header,Jordi Quintillà,,4244826
FC Luzern,Away,90',Goal,Lars Villiger,Left-footed shot,Ardon Jashari,,4244826
FC St. Gallen 1879,Home,46',Substitution,Víctor Ruiz,Tactical,,Grégory Karlen,4244826
FC Luzern,Away,46',Substitution,Nicky Beloko,Tactical,,Severin Ottiger,4244826
FC St. Gallen 1879,Home,66',Substitution,Julian Von Moos,Tactical,,Chadrac Akolo,4244826
FC St. Gallen 1879,Home,66',Substitution,Jovan Milosevic,Tactical,,Willem Geubbels,4244826
FC Luzern,Away,70',Substitution,Dario Ulrich,Tactical,,Denis Simani,4244826
FC Luzern,Away,70',Substitution,Thibault Klidjé,Tactical,,Teddy Okou,4244826
FC St. Gallen 1879,Home,84',Substitution,Chima Okoroji,Tactical,,Christian Witzig,4244826
FC Luzern,Away,86',Substitution,Lars Villiger,Tactical,,Adrian Grbic,4244826
FC St. Gallen 1879,Home,90',Substitution,Abdoulaye Diaby,Tactical,,Lukas Görtler,4244826
FC St. Gallen 1879,Home,19',Yellow Card,Willem Geubbels,Unsporting behaviour,,,4244826
FC Luzern,Away,19',Yellow Card,Denis Simani,Unsporting behaviour,,,4244826
FC Luzern,Away,21',Yellow Card,Adrian Grbic,Dissent,,,4244826
FC Luzern,Away,35',Yellow Card,Severin Ottiger,Foul,,,4244826
FC St. Gallen 1879,Home,51',Yellow Card,Mattia Zanotti,Foul,,,4244826
FC St. Gallen 1879,Home,54',Yellow Card,Lukas Görtler,Dissent,,,4244826
FC Luzern,Away,54',Yellow Card,Martin Frydek,Foul,,,4244826
FC St. Gallen 1879,Home,81',Yellow Card,Jovan Milosevic,Foul,,,4244826
FC Luzern,Away,86',Yellow Card,Pius Dorn,Dissent,,,4244826
FC Lugano,Home,44',Goal,Albian Hajdari,Header,Renato Steffen,,4244827
FC Lugano,Home,69',Goal,Renato Steffen,Left-footed shot,,,4244827
FC Basel 1893,Away,13',Substitution,Nicolas Vouilloz,Injury,,Dominik Schmid,4244827
FC Basel 1893,Away,56',Substitution,Roméo Beney,Tactical,,Mohamed Dräger,4244827
FC Basel 1893,Away,56',Substitution,Axel Kayombo,Tactical,,Maurice Malone,4244827
FC Lugano,Home,67',Substitution,Ignacio Aliseda,Tactical,,Yanis Cimignani,4244827
FC Lugano,Home,68',Substitution,Martim Marques,Tactical,,Hicham Mahou,4244827
FC Lugano,Home,78',Substitution,Shkelqim Vladi,Tactical,,Renato Steffen,4244827
FC Basel 1893,Away,79',Substitution,Jonas Adjetey,Tactical,,Dion Kacuri,4244827
FC Basel 1893,Away,79',Substitution,Junior Zé,Tactical,,Jean-Kévin Augustin,4244827
FC Lugano,Home,89',Substitution,Kacper Przybylko,Tactical,,Zan Celar,4244827
FC Lugano,Home,89',Substitution,Johan Nkama,Tactical,,Roman Macek,4244827
FC Lugano,Home,41',Yellow Card,Renato Steffen,Foul,,,4244827
FC Lugano,Home,52',Yellow Card,Roman Macek,Foul,,,4244827
FC Basel 1893,Away,55',Yellow Card,Mohamed Dräger,Foul,,,4244827
FC Basel 1893,Away,55',Yellow Card,Dion Kacuri,Dissent,,,4244827
FC Basel 1893,Away,64',Yellow Card,Jean-Kévin Augustin,Foul,,,4244827
FC Basel 1893,Away,66',Yellow Card,Axel Kayombo,Foul,,,4244827
FC Basel 1893,Away,67',Yellow Card,Fabian Frei,Dissent,,,4244827
FC Stade-Lausanne-Ouchy,Away,27',Goal,Alban Ajdini,Counter attack goal,Ismaël Gharbi,,4244828
Servette FC,Home,78',Goal,Jérémy Guillemenot,Right-footed shot,Miroslav Stevanovic,,4244828
FC Stade-Lausanne-Ouchy,Away,84',Goal,Vitalie Damaşcan,Counter attack goal,Elies Mahmoud,,4244828
Servette FC,Home,46',Substitution,Alexis Antunes,Tactical,,Théo Magnin,4244828
Servette FC,Home,66',Substitution,Jérémy Guillemenot,Tactical,,Takuma Nishimura,4244828
Servette FC,Home,66',Substitution,Anthony Baron,Tactical,,David Douline,4244828
FC Stade-Lausanne-Ouchy,Away,76',Substitution,Vitalie Damaşcan,Tactical,,Alban Ajdini,4244828
FC Stade-Lausanne-Ouchy,Away,85',Substitution,Lucas Pos,Tactical,,Rayan Kadima,4244828
FC Stade-Lausanne-Ouchy,Away,85',Substitution,Michael Heule,Tactical,,Elies Mahmoud,4244828
FC Stade-Lausanne-Ouchy,Away,89',Substitution,Liridon Mulaj,Tactical,,Mergim Qarri,4244828
FC Stade-Lausanne-Ouchy,Away,35',Yellow Card,Rayan Kadima,Foul,,,4244828
Servette FC,Home,75',Yellow Card,Anthony Baron,Foul,,,4244828
FC Stade-Lausanne-Ouchy,Away,83',Yellow Card,Elies Mahmoud,Foul,,,4244828
Servette FC,Home,90',Yellow-Red Card,Anthony Baron,Foul,,,4244828
FC Winterthur,Away,63',Substitution,Adrian Gantenbein,Tactical,,Nishan Burkart,4244829
FC Winterthur,Away,64',Substitution,Boubacar Fofana,Tactical,,Antoine Baroan,4244829
FC Zürich,Home,66',Substitution,Daniel Afriyie,Tactical,,Bledian Krasniqi,4244829
FC Winterthur,Away,79',Substitution,Randy Schneider,Tactical,,Adrian Durrer,4244829
FC Zürich,Home,80',Substitution,Armstrong Oko-Flex,Tactical,,Antonio Marchesano,4244829
FC Zürich,Home,81',Substitution,Fabian Rohner,Tactical,,Jonathan Okita,4244829
FC Winterthur,Away,89',Substitution,Carmine Chiappetta,Tactical,,Sayfallah Ltaief,4244829
FC Winterthur,Away,89',Substitution,Loïc Lüthi,Tactical,,Matteo Di Giusto,4244829
FC Zürich,Home,71',Yellow Card,Lindrit Kamberi,Foul,,,4244829
FC Zürich,Home,77',Yellow Card,Mirlind Kryeziu,Foul,,,4244829
FC St. Gallen 1879,Away,7',Goal,Chadrac Akolo,Right-footed shot,Víctor Ruiz,,4244830
FC St. Gallen 1879,Away,24',Goal,Jordi Quintillà,Left-footed shot,Chadrac Akolo,,4244830
FC Lausanne-Sport,Home,34',Goal,Noë Dussenne,Header,Morgan Poaty,,4244830
FC Lausanne-Sport,Home,78',Goal,Donat Rrudhani,Left-footed shot,Jamie Roche,,4244830
FC St. Gallen 1879,Away,80',Goal,Jovan Milosevic,Right-footed shot,Christian Witzig,,4244830
FC Lausanne-Sport,Home,86',Goal,Donat Rrudhani,Penalty,,,4244830
FC Lausanne-Sport,Home,46',Substitution,Alvyn Sanches,Tactical,,Simone Pafundi,4244830
FC Lausanne-Sport,Home,46',Substitution,Jamie Roche,Tactical,,Olivier Custodio,4244830
FC St. Gallen 1879,Away,54',Substitution,Chima Okoroji,Injury,,Jordi Quintillà,4244830
FC St. Gallen 1879,Away,66',Substitution,Abdoulaye Diaby,Tactical,,Jozo Stanic,4244830
FC St. Gallen 1879,Away,67',Substitution,Bastien Toma,Tactical,,Víctor Ruiz,4244830
FC St. Gallen 1879,Away,67',Substitution,Jovan Milosevic,Tactical,,Chadrac Akolo,4244830
FC Lausanne-Sport,Home,72',Substitution,Brighton Labeau,Tactical,,Antoine Bernede,4244830
FC Lausanne-Sport,Home,72',Substitution,Rares Ilie,Tactical,,Fousseni Diabaté,4244830
FC Lausanne-Sport,Home,90',Substitution,Chris Kablan,Tactical,,Donat Rrudhani,4244830
FC Lausanne-Sport,Home,19',Yellow Card,Simone Pafundi,Foul,,,4244830
FC Lausanne-Sport,Home,58',Yellow Card,Raoul Giger,Foul,,,4244830
FC St. Gallen 1879,Away,67',Yellow Card,Jozo Stanic,Time wasting,,,4244830
FC St. Gallen 1879,Away,84',Yellow Card,Abdoulaye Diaby,Foul,,,4244830
FC Luzern,Home,2',Goal,Lars Villiger,Right-footed shot,Adrian Grbic,,4244831
Yverdon Sport FC,Away,62',Substitution,Christopher Lungoyi,Tactical,,Christian Marques,4244831
FC Luzern,Home,76',Substitution,Nicolas Haas,Tactical,,Max Meyer,4244831
FC Luzern,Home,76',Substitution,Thibault Klidjé,Tactical,,Lars Villiger,4244831
Yverdon Sport FC,Away,77',Substitution,Mathias Olesen,Tactical,,Dimitrije Kamenovic,4244831
FC Luzern,Home,77',Substitution,Severin Ottiger,Tactical,,Leny Meyer,4244831
Yverdon Sport FC,Away,85',Substitution,Niklas Gunnarsson,Tactical,,Dario Del Fabro,4244831
